Ref,Val,Package,PosX,PosY,Rot,Side
"IC1","CD4033BE","DIP794W53P254L1930H508Q16N",-98.600000,-92.700000,0.000000,bottom
"IC2","CD4033BE","DIP794W53P254L1930H508Q16N",-109.900000,-92.700000,0.000000,bottom
